model,task,seed,success,length,reset_hash,prompt,reach,grasp,lift,min_reach_m,max_lift_m
0,D1,9004,0,220,12f40fa0d2a1703bccb38e1e9a9f9d5bb2adacc01bb856762590775d1701faf9,pick up the black bowl next to the plate and place it on the plate,0,0,0,1.0558218802586743,0.0
0,D1,9005,0,220,de65a02d26ef4848d993755f375d5b4a5f08d8eb1d6e06432041e55786b74877,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.08347665526653436,0.012092923412542644
0,D1,9006,0,220,f575923a9eb3eb96c5e3371daac3c35e6913d2810a7e86f2d30609f5b71b0b1c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21869291631980642,0.004361790034486335
0,D1,9007,0,220,6ba2c508a99e66d9e74bc4823bd4991d1d5c729dfd9e24c104edc3b1c4b40fe6,pick up the black bowl next to the plate and place it on the plate,1,0,1,0.060216780476342865,0.03696469876156394
0,D1,9008,0,220,4e229f430a73a056ac52cc8bcf85d7c9f2c31d88cf9f0e42b18290bb47e785ec,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.11009986593462007,0.013839343540314797
0,D1,9009,0,220,5aa7effdfb404707fbd952c18ba6bdd531c1c9f4ab5a44bd514ec937dce84dd3,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17279944371252812,0.003402636164730688
0,D1,9010,0,220,3db9d470f978819af14be3fc41cf85037f05228470784d6c685b1abd2a987c6d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21930814864338682,2.786076397365278e-07
0,D1,9011,0,220,45cb3a9e999a09462d9f4b38d645d72f3702f2e55386e821da15a90b0672b04c,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.06992013667196749,0.01686987642594484
0,D1,9012,0,220,9c77d1ca9de94157bbab7cff54b96083ee77bc314cc5ce5e9793a84b62ff582e,pick up the black bowl next to the plate and place it on the plate,0,0,1,0.16806291050621533,0.034321155330857334
0,D1,9013,0,220,f7b22625cfec40e76dfbe5a606f39260d53478f2ddc59e00f902c64452a6de39,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.14071912342985554,0.0036734756681888747
0,D1,9014,0,220,3394c1c49a62761f5841c8042e31012b58a2592e4742d1fefef9c984f64b8295,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.12988505941834763,0.0137771106001906
0,D1,9015,0,220,93717fde3c68d9841ee02e845030f7f1dc1256e166386539016c80e0dcaeb0b0,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.07308111015271289,0.012021811485205647
0,D1,9016,0,220,61fbfbfec447a08abcb7de55897f965a65b7aa5f5c803b07ac0c1a53df44e754,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.09039657516134426,0.0
0,D1,9017,0,220,74a4d6c6c7228475d45b9581ba71572d23ca770dc29c9712126e52ce5fb4f22f,pick up the black bowl next to the plate and place it on the plate,0,0,1,0.15916739892791376,0.03876158194397761
0,D1,9018,0,220,1e5f002f13f59f1ba94982da00333784038e92c1d9c5205ff04889d5f227a06c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17140953732240605,2.786076397365278e-07
0,D1,9019,0,220,ce2ec6231d55fc20e9b21c2694da06bde80cbe9b33139e7f40be793b26ac5b52,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17965332844643364,0.0004968632571239473
0,D1,9020,0,220,adcff31447861e0c5440445bfa998f2a3dbed34cc95173edf90de199a3f6eff2,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.06899146929054671,0.023046525179250765
0,D1,9021,0,220,47eae7174da9c811cb9916fc5d20eba016d66d6ff4b4791b84e420094858f3a4,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.1681789059169017,2.786076400695947e-07
0,D1,9022,0,220,5c3242f57452ad654cd9f809cd8d8d266c9a6b813245bf64aabf770d90903c8d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.1279433078123061,0.006835805589131327
0,D1,9023,0,220,801fa4111a290b23b9f8655a3aa209e3bb712b4fe21f8eb2a622b19c7870b309,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.10749757235148527,2.786076397365278e-07
0,D1,9024,0,220,b8566a5a87d68ee8472024055b16420b6910b3d336df994de401456eb7cb3b3b,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17999434789508612,0.009551552080179215
0,D1,9025,0,220,581c5c1f263ab385dc8531063451dab04da1d4c40a8de06e677347aa33f2c16e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15990727113310418,0.009353048295735578
0,D1,9026,0,220,ff25cc010803ef9f8f2a55cac8943aca173159e67cd682fffd4ddbbb700a00af,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15978321302636558,2.786076397365278e-07
0,D1,9027,0,220,bd4bc8748a8fc2b0d263ad15418a4d5ad6c2be410c5eb4405b68c0fd4c93e54c,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.07882305387187906,0.0014935444322780045
0,D1,9028,0,220,008d6472a592754f93cc53397ffa1c900586548301d990565798921966d8573d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15350677725031717,0.0016227240442261426
0,D1,9029,0,220,89a0ab8bc976bb987f853e6eb50c7089647334a0255cbab2dc3cfde540e9be44,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17565967689719394,0.027644973050784394
0,D1,9030,0,220,2300b8b354f84670e07838dd62206f1a56a0155289d56bd4cb238a1a313f767e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2093891139794378,2.786076398475501e-07
0,D1,9031,0,220,3270888d400edfeedeb7ff7afa2d237462d3995dffa1c5ed11f693fda6e928bb,pick up the black bowl next to the plate and place it on the plate,1,0,1,0.05268027180815516,0.04551997426004828
0,D1,9032,0,220,2d65bf1940bb4fb39f8f9a7428bd61461295171cbaf53cd1cf34b66f5d689a10,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2176863798975503,2.786076397365278e-07
0,D1,9033,0,220,54ae24c579d148b7a80c8ea374f7261bbe293fa6fa3f205afd5c3459cb457459,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.16550136445657415,4.29406540103372e-07
0,D1,9034,0,220,d055b308d16e325eecbd774fb3f76e106c0989eb4f4fca475ffd5ea39f2fbd74,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.17101262063802614,0.0014782473428429643
0,D1,9035,0,220,92a79394b4f1bd8b2c4017b52e0de7781af4cbe6a198c597ad435cd0db9bbdc4,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15959699607957858,0.007758533870968698
0,D1,9036,0,220,23b16c83d5010f3f1eaec01f8973e9ebe910901562c51fc196486eb86cdbb45c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.20330446708173716,2.786076397365278e-07
0,D1,9037,0,220,c44f194b22d1f7f88392b0582cfc8fbfa068300af354565d0fcc7def3f836615,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.20748430631271564,0.0011472134188520444
0,D1,9038,0,220,a4f0b2e41115224d31f0947934779ef9f026d999ef818fc779061b91c3d0ba18,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15362947857955514,0.021489930059805706
0,D1,9039,0,220,8c1f7f0beb9fb33d4648575714283263ccad6b1a28c12faec717ef10a0402928,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.14774765258409794,3.2413779571527357e-07
0,D1,9040,0,220,953c53394ce0807a7d8997e9735f8db6f4cb2125184a8b6c563ae7ad6f0ae6e1,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2249533376822333,2.567198833514084e-07
0,D1,9041,0,220,f8a52fa9df4fcb6088cffcc5f2968854580329e4f1a7a14b6ad2e97e95a76d9a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.19528190399503678,0.00020498016058423385
0,D1,9042,0,220,2cd16af33a15d30443d12b30dca7ca02dec8ef63ac313a77403b287b8fe32ebd,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.19025088513686025,0.008196688287971265
0,D1,9043,0,220,10c0af74f7b0944ebf42488237c60b828e534cd18a839efe395c2d2770cdb30a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.20596079133946904,2.7860772700005754e-07
0,D1,9044,0,220,2aafeb974c78c61516f909d9ae223bfe78097c06effe15d67055a8967ecdac8a,pick up the black bowl next to the plate and place it on the plate,1,0,0,0.0619189056294186,0.005231691857149334
0,D1,9045,0,220,3126bb7432170cee6a63b3c2d49209f32ea6b190325a25077f71ee4ec45019a8,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21518209115334935,2.786076397365278e-07
0,D1,9046,0,220,295fb62aeb167cb920155652aefbd6eab1ed7b2100dff7e827b9e3d0c8bfe05a,pick up the black bowl next to the plate and place it on the plate,0,0,1,0.16151097340975332,0.03419790267821288
0,D1,9047,0,220,759a776879e5c92e783db67ebd443e63198c7a24e6b9df7fc68d541322a2680b,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.16878001528453032,3.644762779364541e-07
0,D1,9048,0,220,1c10f148481549493ba587d075dc418d2e1a080df405dbe208e030b993715e7c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.1662700059196397,2.786076397365278e-07
0,D1,9049,0,220,c1d61be53f9506e45a31d27b22b3ca680a9a9e160f2ec30f487a899161ea09c0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.13478365973813944,0.005638313497334679
500,D0,9000,0,220,cda352e7ea02da5687eb4f746b963174955af404abc489875195ae14cc674af0,pick up the black bowl from table center and place it on the plate,1,0,0,0.06478627896383402,6.786209413700561e-05
500,D0,9001,0,220,000d8086c3049c124ee92a67574e9d6f146d71be485c159c561dc901c380c5d7,pick up the black bowl from table center and place it on the plate,0,0,0,0.1612517413589357,2.786076397365278e-07
500,D0,9002,1,173,e1396ef19ca740b00012e935c86bb951ceedd0086febf3558c65664867baba87,pick up the black bowl from table center and place it on the plate,1,1,1,0.051299189953786906,0.19279747152204374
500,D0,9003,0,220,bbac12e3b3712b5e27d972cd1a8df5de2499aef29ba2a8bddc4c3d9065ce3cbd,pick up the black bowl from table center and place it on the plate,1,0,0,0.06056504234272961,0.019721361876059662
500,D0,9004,0,220,4217789f67f3f135585eff2c6e7e7e757c050be95f5fc3618079017a628bb279,pick up the black bowl from table center and place it on the plate,1,0,0,0.09106541013450592,2.786076397365278e-07
500,D0,9005,0,220,0064a3ba31d7d36cc7b98568e38312a78a2ee6b7df637d8de500b50501a894c2,pick up the black bowl from table center and place it on the plate,1,0,0,0.06630280424334159,0.0133395332788534
500,D0,9006,0,220,8b856fe08b53ed0f69ca679f61bf85fd2f2b0a6df689ba6763c2cf74d380acaa,pick up the black bowl from table center and place it on the plate,1,0,0,0.08850256351116974,2.786076397365278e-07
500,D0,9007,0,220,ece28a27e0cdea4f23f0552cfa90d14a90d3f4fe2212542e60df865e5c9aa2f9,pick up the black bowl from table center and place it on the plate,1,0,0,0.07859652977193099,2.786076397365278e-07
500,D0,9008,0,220,729bfc215a54df4bd6a30ed6387bfdb8206a75bd1289d51af9ea677f1b2d5aaf,pick up the black bowl from table center and place it on the plate,1,1,1,0.042852250575564486,0.07258608353188689
500,D0,9009,0,220,b972b58b88a0dc8c343a2fa4ccc2ca9857254418af4b2f9cf867314eca4eab8a,pick up the black bowl from table center and place it on the plate,1,0,0,0.06871805688662447,0.01675190975567875
500,D0,9010,0,220,b6d6cd4ef39e11f0df4d5f14a6460260f8af0d17540f340fd611743d00b60457,pick up the black bowl from table center and place it on the plate,0,0,0,0.12668583713630305,2.786076397365278e-07
500,D0,9011,0,220,7aca0b8b247b3edff1114d879b0a3e64eae2976e012ae867c45d1b48244b4e6d,pick up the black bowl from table center and place it on the plate,1,0,0,0.08755785048463954,2.786076397365278e-07
500,D0,9012,0,220,03d04daad25128361ecf4b7600048e4eb61ae26653e23eefac36fe82db182085,pick up the black bowl from table center and place it on the plate,1,0,0,0.08644969983642911,2.786076397365278e-07
500,D0,9013,0,220,afb0bb9a3e9eb99d65948c4c5503645f5cf3844227e768d575603159af05126f,pick up the black bowl from table center and place it on the plate,0,0,0,0.11994628383537966,2.786076397365278e-07
500,D0,9014,0,220,839be611de9e3c8f81732e7d0014efc4406528025babf34826ffc8ebc56d1b09,pick up the black bowl from table center and place it on the plate,1,0,0,0.09944905039479865,2.786076397365278e-07
500,D0,9015,0,220,f9e93526155e334157e517ef256ceaa680b60b306eaa711d0cde97fd69d4ff6c,pick up the black bowl from table center and place it on the plate,1,0,0,0.09735257696519022,2.786076397365278e-07
500,D0,9016,0,220,b2d874dca424ce3c5b8cc62fa285b432c44fa8ae429fa767b78a134fc0c425f1,pick up the black bowl from table center and place it on the plate,0,0,0,0.15040878834446553,2.786076397365278e-07
500,D0,9017,0,220,1ab5d502113f4721f4e44976f29f665c9c0e3372f78549b54f8e04ebcb1ba5db,pick up the black bowl from table center and place it on the plate,1,1,1,0.02963169018489751,0.20301154785779207
500,D0,9018,1,141,c4b2b90535e21008f866db6439ef88c5b120262ce1bcf582affbe0ae911d0fae,pick up the black bowl from table center and place it on the plate,1,1,1,0.04940461056028393,0.18300003426086775
500,D0,9019,0,220,0c95b250f4b6108d45f40cf264fe6a3adaf91ea6f8d245f5338573be42b26d14,pick up the black bowl from table center and place it on the plate,0,0,0,0.1546556950484863,2.786076397365278e-07
500,D0,9020,0,220,00decc6f64d3d60e0483b509e18cd2fb76e89dabe9de5b0a037490f514061d63,pick up the black bowl from table center and place it on the plate,1,0,1,0.07528760176647653,0.03457268281416581
500,D0,9021,0,220,e6507e5c42593a4d1c2de3ea030650c66aa52ec66377c0ad09504b9f5958763b,pick up the black bowl from table center and place it on the plate,0,0,0,0.10534764571142542,2.786076397365278e-07
500,D0,9022,0,220,75ab3f6956e5b3851e3270bc4a3e22c1f6362a3d12cf7b1092622184ecfb622d,pick up the black bowl from table center and place it on the plate,0,0,0,0.10695418669850794,2.786076397365278e-07
500,D0,9023,0,220,f8012f6bcc54f1da0d16088a0d575467f62b143fca5b3cc39ac2f002b43e455d,pick up the black bowl from table center and place it on the plate,1,0,0,0.06174345149440507,0.02476654705663972
500,D0,9024,0,220,2f629c67d6c5d7fa6cfae9ff38fe2849067dada91ff46861cf4752fcae34ea70,pick up the black bowl from table center and place it on the plate,1,1,0,0.06313392358179404,0.012737578146662654
500,D0,9025,0,220,5fa8be1166c684fde9b673140eebd54241694051ccf107f0d0cb99ecaa0a0cfb,pick up the black bowl from table center and place it on the plate,1,1,1,0.04985661507081155,0.23642674393348506
500,D0,9026,0,220,ccbabcf8079cc42aeb308d3bba96afbf11add66e3ca56a14e3765b87da1098e6,pick up the black bowl from table center and place it on the plate,0,0,0,0.16672282323991536,2.786076397365278e-07
500,D0,9027,0,220,da81a40d0fe36b28a223c0dd2be1216852a6b32a90ef6508283f11f6ba5b0ca2,pick up the black bowl from table center and place it on the plate,1,0,0,0.09141210882724711,2.786076397365278e-07
500,D0,9028,0,220,5e275c597db019875e6f7eaa6221c44457d29d5defc904ffb2aa52f87450db6c,pick up the black bowl from table center and place it on the plate,0,0,0,0.15033312771205765,2.786076397365278e-07
500,D0,9029,0,220,b6e021eb7ad3e768b6b28b65aa373f1deb1f0ce9b5274e7f4ad3f5d740e13756,pick up the black bowl from table center and place it on the plate,1,0,0,0.08419751059503426,2.786076397365278e-07
500,D0,9030,0,220,6bcf1fb385d46ec0503c85559da533da0feaf154756aa8028a8a46907c7419c8,pick up the black bowl from table center and place it on the plate,1,0,0,0.0776462153290345,2.786076397365278e-07
500,D0,9031,0,220,9f87980700d859f1b5175c93cbb43767c0012c7ccfdcb6de86cc66158765c0b9,pick up the black bowl from table center and place it on the plate,1,0,0,0.09136232478257088,2.786076397365278e-07
500,D0,9032,1,136,e273517e0dcbb53d3c16758c1f586ff3f7d72b99d284e4b060dd46b2a6536728,pick up the black bowl from table center and place it on the plate,1,1,1,0.05978536921727498,0.17937675861955849
500,D0,9033,0,220,6af256b83ec84359072946ea2c39a23d2dbb13b58841ba083b7e22828c8651b5,pick up the black bowl from table center and place it on the plate,0,0,0,0.11101075276745474,2.786076397365278e-07
500,D0,9034,0,220,4a321f552d57859a9117fddfc08c43a3aa6fc542d30dc7ba6aa825db1179b3e9,pick up the black bowl from table center and place it on the plate,1,0,0,0.07194124851582659,0.012849009529923072
500,D0,9035,0,220,aa3e23cccee4195e458e1502cf47a7984b72fd20a244acd691fc6a13e025e644,pick up the black bowl from table center and place it on the plate,0,0,0,0.1812418847982711,2.786076397365278e-07
500,D0,9036,0,220,bf94848651de0b05b74f4ab46dbf078c63267e2eae44e4ccceb28fb4cd7b770a,pick up the black bowl from table center and place it on the plate,0,0,0,0.10569999461355595,2.786076397365278e-07
500,D0,9037,0,220,fcdffd3e266c5b9aedb7d9b2035f916982a8fe3dc197e713201ba974ab997d19,pick up the black bowl from table center and place it on the plate,1,0,0,0.09797623528166555,2.786076397365278e-07
